"MEMBER_NO";"FFP_DATE";"FIRST_FLIGHT_DATE";"GENDER";"FFP_TIER";"WORK_CITY";"WORK_PROVINCE";"WORK_COUNTRY";"AGE";"LOAD_TIME";"FLIGHT_COUNT";"BP_SUM";"SUM_YR_1";"SUM_YR_2";"SEG_KM_SUM";"LAST_FLIGHT_DATE";"LAST_TO_END";"AVG_INTERVAL";"MAX_INTERVAL";"EXCHANGE_COUNT";"avg_discount";"Points_Sum";"Point_NotFlight"
5401;"2011-10-09";"2011-10-10";"Male";5;"Dalian";"Liaoning";"CN";50.0;"2014-03-31";64;22901;40947.0;18887.0;41846;"2014-01-13";79;10.25397;35;0;0.70825;25694;1
5403;"2011-08-09";"2011-08-17";"Male";4;"Shenzhen";"Guangdong";"CN";32.0;"2014-03-31";21;24733;15148.0;9262.0;37696;"2014-03-21";11;36.0;114;2;0.73997;26233;3
5405;"2012-03-24";"2012-03-24";"Male";6;"Dalian";"Liaoning";"CN";60.0;"2014-03-31";23;25614;25200.0;14503.0;19929;"2014-03-29";3;27.90909;80;0;1.44034;37949;3
5427;"2011-09-20";"2011-09-20";"Male";5;"Dalian";"Liaoning";"CN";56.0;"2014-03-31";67;28278;20502.0;17066.0;43657;"2014-03-12";20;10.75758;59;3;0.76563;29470;3
5451;"2011-08-29";"2011-09-19";"Male";5;"";"Beijing";"CN";45.0;"2014-03-31";22;34686;14973.0;18375.0;44166;"2014-03-01";32;32.95238;123;0;0.9045;34686;0
5474;"2012-04-01";"2012-05-13";"Male";5;"Beijing";"Beijing";"CN";31.0;"2014-03-31";75;54851;9112.0;36166.0;75387;"2014-03-20";12;9.14865;67;2;0.79633;67820;7
5487;"2011-09-18";"2011-11-14";"Female";5;"Shenzhen";"Guangdong";"CN";42.0;"2014-03-31";38;58158;39870.0;24910.0;54795;"2014-03-16";16;17.86486;77;5;1.06614;59216;7
5489;"2011-06-11";"2011-06-21";"Male";6;"Shenzhen";"Guangdong";"CN";50.0;"2014-03-31";75;63112;17815.0;46345.0;60283;"2014-03-30";2;9.81081;59;5;1.05698;73019;10
5509;"2012-03-08";"2012-04-01";"Male";4;"Dalian";"Liaoning";"CN";59.0;"2014-03-31";28;26758;13810.0;28144.0;50872;"2014-02-11";50;25.22222;164;0;0.72057;26758;0
5534;"2011-04-11";"2011-04-12";"Female";4;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";13;29860;5426.0;13466.0;36812;"2013-11-13";140;44.83333;187;2;0.81046;44758;32
5552;"2011-08-11";"2011-08-11";"Male";4;"Hefei";"Anhui";"CN";40.0;"2014-03-31";39;21417;26336.0;5624.0;50101;"2014-01-23";69;17.26316;117;0;0.64539;22092;3
5560;"2012-02-09";"2012-02-11";"Male";6;"Beijing";"Beijing";"CN";56.0;"2014-03-31";21;61533;19414.0;30089.0;73122;"2014-03-24";8;33.3;242;3;0.81588;62621;4
5569;"2011-07-19";"2011-07-19";"Male";4;"Hong Kong";"Hong kong";"HK";47.0;"2014-03-31";40;24784;20290.0;9668.0;41800;"2014-01-08";84;16.46154;73;0;0.73654;24784;0
5589;"2011-08-23";"2011-08-25";"Female";4;"Changchun";"Jilin";"CN";57.0;"2014-03-31";33;28394;17414.0;13077.0;46621;"2014-03-27";5;20.09375;100;0;0.75309;28394;0
5592;"2012-04-16";"2012-04-16";"Male";4;"Eagle";"Idaho";"US";44.0;"2014-03-31";6;61442;12600.0;13368.0;51544;"2013-10-26";158;111.6;536;0;0.99295;61442;0
5593;"2011-11-15";"2011-11-15";"Female";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";8;39744;20558.0;0.0;85808;"2013-02-21";405;45.57143;94;0;0.65021;39744;0
5607;"2012-01-30";"2012-01-30";"Male";4;"Xining";"Qinghai";"CN";47.0;"2014-03-31";25;23216;19803.0;6903.0;42927;"2014-02-17";44;28.58333;119;0;0.76561;23216;0
5627;"2012-01-02";"2012-03-12";"Female";4;"Guangzhou";"Guangzhou";"CN";40.0;"2014-03-31";10;31674;13418.0;5043.0;66059;"2013-12-18";105;65.77778;288;1;0.73585;32174;2
5628;"2012-04-01";"2012-09-16";"Male";4;"Rosemead";"California";"US";50.0;"2014-03-31";6;34892;10650.0;8700.0;73392;"2013-10-21";163;80.0;190;0;0.76667;34892;0
5632;"2011-08-09";"2011-08-09";"Male";5;"Nanyang";"Henan";"CN";47.0;"2014-03-31";6;40726;0.0;49432.0;55242;"2014-02-13";48;59.0;143;0;0.79373;65243;3
5647;"2011-08-10";"2011-08-10";"Male";4;"Shanghai";"Shanghai";"CN";35.0;"2014-03-31";29;26675;12912.0;6598.0;33377;"2014-02-06";55;23.46429;109;3;0.92808;67669;39
5666;"2011-12-16";"2011-12-16";"Female";5;"Xinxiang";"Henan";"CN";35.0;"2014-03-31";50;40594;27062.0;14735.0;56052;"2014-03-01";31;13.69388;79;1;0.81956;44187;7
5671;"2011-11-04";"2011-11-19";"Male";4;"Guangzhou";"Guangdong";"CN";28.0;"2014-03-31";24;27254;26372.0;340.0;41545;"2013-11-22";131;25.82609;332;2;0.72358;27254;2
5702;"2011-08-10";"2011-08-10";"Male";4;"Anshan";"Liaoning";"CN";40.0;"2014-03-31";38;45879;26982.0;15201.0;61022;"2014-02-19";42;18.59459;120;2;0.8174;45879;2
5712;"2011-08-01";"2011-08-01";"Female";4;"Beijing";"Beijing";"CN";31.0;"2014-03-31";20;29389;15349.0;9701.0;30966;"2013-10-06";178;25.73684;119;2;0.9149;35158;6
5714;"2011-08-10";"2011-08-10";"Male";5;"Dalian";"Liaoning";"CN";48.0;"2014-03-31";50;35404;24865.0;17312.0;36759;"2014-03-13";19;14.26531;60;4;1.15041;37636;8
5737;"2011-07-25";"2011-07-25";"Male";5;"Beijing";"Beijing";"CN";46.0;"2014-03-31";19;110135;70286.0;62006.0;96503;"2014-03-26";6;37.33333;131;8;1.15609;136674;12
5758;"2012-03-13";"2012-03-13";"Male";4;"Guangzhou";"Guangdong";"CN";64.0;"2014-03-31";24;51751;29678.0;18317.0;43077;"2013-10-28";156;20.6087;140;0;1.2098;52583;0
5786;"2011-12-01";"2012-01-25";"Female";4;"Yancheng";"Jiangsu";"CN";36.0;"2014-03-31";41;39529;17768.0;17129.0;55943;"2014-03-11";21;17.425;76;2;0.71532;41029;3
5796;"2012-03-09";"2012-03-09";"Male";4;"Shunde";"Guangdong";"CN";29.0;"2014-03-31";34;34895;14138.0;18542.0;58584;"2014-03-31";1;21.63636;95;1;0.65892;38925;21
5822;"2012-05-12";"2012-05-12";"Male";5;"Dalian";"Liaoning";"CN";43.0;"2014-03-31";47;29165;8808.0;13391.0;43386;"2014-03-30";2;14.95652;64;0;0.76972;33093;2
5830;"2012-03-18";"2012-07-09";"Male";4;"Beijing";"Beijing";"CN";37.0;"2014-03-31";15;22869;11200.0;14730.0;54279;"2013-12-04";119;36.64286;129;0;0.72345;22869;0
5845;"2012-01-09";"2012-01-09";"Male";6;"Dalian";"Liaoning";"CN";40.0;"2014-03-31";71;63401;24196.0;37299.0;83498;"2014-03-31";1;10.24286;54;1;0.81777;70965;2
5847;"2011-11-07";"2011-11-07";"Male";4;"Jinzeshi";"Shichuanxian";"JP";40.0;"2014-03-31";26;20269;10750.0;21211.0;42778;"2014-03-14";18;28.44;152;0;0.70832;20269;0
5848;"2012-06-02";"2012-06-04";"Male";6;"Shenzhen";"Guangdong";"CN";54.0;"2014-03-31";32;49479;10515.0;32469.0;48252;"2014-03-09";23;20.77419;80;0;1.1735;50673;0
5889;"2011-12-10";"2011-12-30";"Male";4;"Wulumuqi";"Xinjiang";"CN";36.0;"2014-03-31";23;31323;11228.0;13755.0;47013;"2014-03-16";16;32.5;127;1;0.7683;31323;1
5890;"2011-10-29";"2011-10-31";"Female";4;"Wulumuqi";"Xinjiang";"CN";34.0;"2014-03-31";20;38876;18102.0;17396.0;63827;"2014-01-08";84;32.05263;120;2;0.77832;38876;2
5891;"2011-08-01";"2011-10-02";"Male";4;"Wulumuqi";"Xinjiang";"CN";37.0;"2014-03-31";26;47210;21210.0;17914.0;54038;"2014-02-26";35;25.0;92;0;0.94632;51174;3
5901;"2012-10-24";"2012-10-26";"Male";4;"Of iudustry";"California";"US";60.0;"2014-03-31";8;25278;6266.0;7873.0;46237;"2014-03-21";11;73.14286;294;0;0.71405;39290;3
5902;"2012-09-08";"2012-09-08";"Female";4;"Nanning";"Guangxi";"CA";48.0;"2014-03-31";23;74222;12331.0;26042.0;157186;"2014-03-18";14;25.31818;108;0;0.65062;78330;0
5903;"2012-02-20";"2012-03-11";"Male";6;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";79;82933;28932.0;53039.0;113061;"2014-03-16";16;8.91026;55;6;0.7753;94615;8
5910;"2012-11-11";"2012-11-13";"Male";5;"Toyama-shi";"Toyama";"JP";61.0;"2014-03-31";53;62181;14142.0;114790.0;114734;"2014-03-24";8;9.55769;72;1;0.78727;70768;1
5925;"2012-02-28";"2012-02-28";"Male";4;"Delingha";"Qinghai";"CN";38.0;"2014-03-31";39;37507;24255.0;11388.0;51321;"2014-03-16";16;18.71053;191;0;0.83004;37507;0
5932;"2012-03-03";"2012-03-03";"Male";5;"Qingdao";"Shandong";"CN";39.0;"2014-03-31";53;29085;15118.0;14585.0;42788;"2014-03-29";3;13.88462;55;0;0.7703;32690;1
5939;"2011-11-14";"2011-12-01";"Male";4;"Yokohama";"Kanagawa";"JP";56.0;"2014-03-31";15;38480;51014.0;2006.0;42437;"2014-03-22";10;50.85714;324;0;0.91024;38480;0
5951;"2011-10-09";"2011-10-09";"Male";6;"Guangzhou";"Guangdong";"CN";55.0;"2014-03-31";32;26092;14657.0;14964.0;38445;"2014-02-26";35;21.64516;104;0;0.77992;26092;0
5956;"2011-10-24";"2011-10-24";"Male";5;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";43;37827;25213.0;16886.0;53121;"2014-03-07";25;16.19048;51;0;0.82132;38963;0
5959;"2012-04-11";"2012-04-11";"Male";5;"Wuhan";"Hubei";"CN";41.0;"2014-03-31";48;27112;11037.0;24289.0;42440;"2014-03-27";5;15.23404;63;0;0.79259;29148;0
6004;"2012-07-13";"2012-07-13";"Male";5;"Zhongshan";"Guangdong";"CN";43.0;"2014-03-31";68;61831;9284.0;58226.0;95591;"2014-03-26";6;9.28358;83;0;0.7215;73560;3
6015;"2011-12-13";"2011-12-14";"Female";5;"Changsha";"Hunan";"CN";33.0;"2014-03-31";50;26784;20380.0;9907.0;38293;"2014-03-26";6;14.67347;160;0;0.79494;27283;0
6022;"2012-01-13";"2012-01-13";"Male";6;"Changsha";"Hunan";"CN";58.0;"2014-03-31";51;78517;42668.0;30611.0;61100;"2014-03-18";14;13.82;73;0;1.35784;83425;3
6031;"2012-01-14";"2012-03-08";"Male";6;"Lushan";"Henan";"CN";58.0;"2014-03-31";98;97503;30393.0;68390.0;76759;"2014-03-31";1;7.01031;48;0;1.30331;115510;3
6032;"2012-04-19";"2012-04-20";"Male";4;"Zhengzhoushi";"Henan";"CN";41.0;"2014-03-31";43;25884;14508.0;14112.0;42495;"2013-10-11";173;12.83333;119;2;0.72748;25884;2
6088;"2011-11-14";"2012-02-05";"Male";5;"Shanghai";"Shanghai";"CN";46.0;"2014-03-31";65;137293;62763.0;81624.0;109089;"2014-03-08";24;10.78125;59;0;1.31894;154356;4
6090;"2011-11-28";"2011-11-28";"Male";5;"Guangzhou";"Guangdong";"CN";50.0;"2014-03-31";41;37689;24755.0;13291.0;44986;"2014-03-14";18;17.6;164;0;0.82747;42590;20
6103;"2011-11-12";"2011-11-12";"Male";4;"Chengdu";"Sichuan";"CN";36.0;"2014-03-31";36;27406;14385.0;14423.0;43449;"2014-03-13";19;20.34286;91;1;0.74148;54406;2
6104;"2011-11-01";"2011-11-01";"Male";4;"Shenyang";"Liaoning";"CN";45.0;"2014-03-31";26;24409;12022.0;12633.0;42481;"2014-03-28";4;29.04;122;0;0.74617;24409;0
6111;"2011-11-23";"2011-11-23";"Male";4;"Dongguan";"Guangdong";"CN";57.0;"2014-03-31";17;36560;29574.0;9508.0;35944;"2013-12-29";94;37.4375;128;0;0.89151;36560;0
6116;"2012-01-17";"2012-01-27";"Male";4;"Shunde";"Guangdong";"CN";48.0;"2014-03-31";28;32175;24322.0;5845.0;41810;"2014-02-01";60;24.85185;135;3;0.8278;32175;3
6122;"2012-02-11";"2012-04-06";"Male";4;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";36;27979;24614.0;10038.0;55066;"2014-02-28";33;19.8;97;0;0.68247;27979;0
6136;"2011-10-08";"2011-10-08";"Male";4;"Guangzhou";"Guangdong";"CN";50.0;"2014-03-31";22;47019;12887.0;16519.0;70806;"2014-03-18";14;31.04762;172;0;0.6968;72519;1
6161;"2011-11-29";"2011-11-29";"Male";4;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";25;32094;25820.0;9161.0;73290;"2014-03-21";11;28.0;126;0;0.56219;33178;2
6163;"2011-12-15";"2011-12-16";"Male";4;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";25;43446;14695.0;14739.0;55977;"2014-03-04";28;29.08333;140;0;0.77779;43446;0
6165;"2012-01-07";"2012-03-03";"Male";4;"Jiangmen";"Guangdong";"CN";42.0;"2014-03-31";32;27069;16460.0;14815.0;47555;"2014-01-14";78;20.90323;97;0;0.67238;27069;0
6186;"2011-11-17";"2011-11-17";"Male";4;"Changchun";"Jilin";"CN";40.0;"2014-03-31";29;28339;26852.0;4252.0;41791;"2013-09-29";185;19.5;84;0;0.80743;29839;1
6190;"2012-01-25";"2012-01-26";"Female";4;"Wulumuqi";"Xinjiang";"CN";52.0;"2014-03-31";26;27559;17084.0;12840.0;60247;"2014-03-27";5;26.16;105;0;0.61578;27559;0
6202;"2012-01-14";"2012-01-14";"Male";4;"Shenzhen";"Guangdong";"CN";39.0;"2014-03-31";9;29533;63139.0;0.0;36331;"2013-02-26";400;40.0;106;3;0.82373;51583;6
6205;"2012-02-08";"2012-03-09";"Female";5;"Ho chi minh";"Ho chi minh";"VN";46.0;"2014-03-31";66;25052;6092.0;33668.0;112328;"2014-03-22";10;9.72308;91;0;0.42799;28223;1
6216;"2011-11-20";"2011-11-20";"Male";4;"Shenzhen";"Guangdong";"CN";64.0;"2014-03-31";20;43214;23925.0;6933.0;58553;"2014-03-08";24;29.21053;152;0;0.74525;43214;0
6227;"2012-01-12";"2012-02-18";"Female";4;"Guangzhou";"Guangdong";"CN";32.0;"2014-03-31";7;39939;8664.0;9815.0;43163;"2013-11-19";134;81.33333;217;0;0.8379;39939;0
6228;"2011-12-24";"2011-12-24";"Male";4;"";"Beijing";"CN";47.0;"2014-03-31";16;30350;15531.0;13510.0;40100;"2013-12-22";101;42.0;128;0;0.83324;30350;0
6229;"2012-01-03";"2012-01-03";"Male";4;"Shihezi";"Xinjiang";"CN";42.0;"2014-03-31";22;24338;1415.0;21424.0;45370;"2014-03-27";5;30.42857;259;0;0.69756;24338;0
6230;"2011-11-23";"2011-11-23";"Male";4;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";25;31032;13141.0;16275.0;47596;"2014-03-31";1;26.41667;126;0;0.72116;31032;0
6232;"2012-01-27";"2012-03-27";"Male";4;"Jiangyinshi";"Jiangsu";"CN";54.0;"2014-03-31";38;24341;8514.0;13580.0;67054;"2014-03-17";15;18.56757;69;0;0.52684;25170;2
6233;"2012-01-12";"2012-03-15";"Male";5;"Taicangshi";"Jiangsu";"CN";31.0;"2014-03-31";37;46348;12217.0;30635.0;59892;"2014-02-24";37;17.61111;80;3;0.82382;47924;3
6262;"2013-02-08";"2013-02-08";"Male";5;"Shenyang";"Liaoning";"CN";44.0;"2014-03-31";11;29760;13920.0;14833.0;27143;"2014-03-15";17;40.1;144;0;1.25372;29760;0
6290;"2013-01-25";"2013-01-25";"Male";5;"Guangzhou";"Guangdong";"CN";44.0;"2014-03-31";24;27416;7250.0;19916.0;42684;"2014-03-29";3;18.65217;85;0;0.71592;27416;0
6306;"2012-04-25";"2012-04-25";"Male";4;"Wulumuqi";"Xinjiang";"CN";55.0;"2014-03-31";37;56589;33245.0;23017.0;107668;"2014-03-31";1;19.61111;75;1;0.67364;59508;2
6328;"2012-04-15";"2012-04-15";"Male";4;"Xining";"Qinghai";"CN";58.0;"2014-03-31";21;37744;27550.0;11091.0;33276;"2014-03-04";28;34.45;167;0;1.43595;37744;0
6338;"2012-04-30";"2012-04-30";"Male";4;"Hengdong";"Hunan";"CN";48.0;"2014-03-31";29;38588;22474.0;10624.0;58424;"2014-03-30";2;25.0;126;0;0.76238;38588;0
6342;"2012-03-16";"2012-03-16";"Female";4;"Foshan";"Guangdong";"CN";35.0;"2014-03-31";25;30290;13836.0;15087.0;41698;"2013-12-04";119;18.75;77;1;0.77385;30290;1
6348;"2012-04-12";"2012-05-06";"Female";5;"Guangzhou";"Guangdong";"CN";36.0;"2014-03-31";48;39788;16317.0;27164.0;53987;"2014-03-01";32;14.12766;69;0;0.80312;42416;1
6362;"2012-05-17";"2012-05-17";"Male";5;"";"Beijing";"CN";34.0;"2014-03-31";78;69757;18273.0;40317.0;92800;"2014-03-12";20;8.63636;40;0;0.83763;81335;6
6375;"2012-03-05";"2012-03-11";"Female";5;"Changsha";"Hunan";"CN";29.0;"2014-03-31";42;32291;11593.0;20011.0;44618;"2014-03-12";20;16.21951;63;0;0.78744;33395;0
6411;"2012-03-15";"2012-03-15";"Female";4;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";55;42619;27544.0;15580.0;66702;"2013-12-05";118;11.2963;64;1;0.72608;49226;24
6443;"2012-05-12";"2012-05-12";"Male";4;"Mingshishidajiubaoting";"Mingshishidajiubaoting";"JP";54.0;"2014-03-31";18;41848;18650.0;24000.0;47574;"2014-02-16";45;37.94118;117;0;0.79167;49816;4
6445;"2012-05-26";"2012-05-26";"Male";4;"Dalian";"Liaoning";"CN";57.0;"2014-03-31";39;25453;3937.0;25150.0;46400;"2014-03-29";3;17.71053;169;0;0.65092;28043;0
6477;"2012-06-10";"2012-11-05";"Male";4;"Kelamayi";"Xinjiang";"CN";37.0;"2014-03-31";16;37402;7230.0;25938.0;44294;"2014-01-18";74;29.26667;95;0;0.89593;37402;0
6480;"2012-05-19";"2012-05-22";"Male";5;"Dalian";"Liaoning";"CN";27.0;"2014-03-31";94;61517;26238.0;41674.0;130742;"2014-03-31";1;7.30108;28;6;0.6322;71836;7
6488;"2012-05-07";"2012-05-07";"Male";5;"";"Beijing";"CN";45.0;"2014-03-31";49;34712;15077.0;21888.0;39151;"2014-03-07";25;13.95833;84;2;0.909;36376;2
6491;"2012-07-21";"2012-07-21";"Male";4;"Beijing";"Beijing";"CN";29.0;"2014-03-31";19;24729;22113.0;4118.0;33820;"2013-06-05";301;17.72222;57;2;0.95211;24729;2
6527;"2012-06-24";"2012-06-24";"Male";6;"Dalian";"Liaoning";"CN";38.0;"2014-03-31";34;26629;0.0;16766.0;36523;"2014-03-20";12;19.24242;405;2;0.8617;44048;4
6529;"2012-08-09";"2012-08-09";"Male";5;"Foshan";"Guangdong";"CN";36.0;"2014-03-31";44;27727;12835.0;16823.0;36854;"2014-01-27";65;12.46512;78;1;0.75698;37499;24
6535;"2012-01-21";"2012-01-21";"Male";5;"Shanghai";"Guangdong";"CN";35.0;"2014-03-31";58;36617;24012.0;14875.0;43344;"2014-03-01";32;12.24561;48;0;0.81809;37534;2
6537;"2012-06-13";"2012-06-14";"Male";4;"Wulumuqi";"Xinjiang";"CN";41.0;"2014-03-31";24;26022;13920.0;10145.0;50637;"2014-03-24";8;28.21739;88;1;0.67215;26022;1
6538;"2012-06-20";"2012-06-22";"Male";6;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";48;42510;22700.0;30863.0;90522;"2014-03-28";4;13.7234;53;0;0.66057;45396;0
6545;"2012-10-03";"2012-11-19";"Male";4;"Guangzhou";"Guangdong";"CN";36.0;"2014-03-31";40;36664;11526.0;27745.0;73453;"2014-02-28";33;11.94872;39;0;0.61613;39318;0
6579;"2012-07-20";"2012-07-20";"Male";6;"Dongguan";"Guangdong";"CN";59.0;"2014-03-31";18;32414;9378.0;20373.0;24786;"2013-11-28";125;29.17647;241;0;1.34792;33004;0
6583;"2012-07-29";"2012-08-05";"Male";4;"Shanghai";"Shanghai";"CN";49.0;"2014-03-31";37;23243;3455.0;6973.0;43975;"2014-03-10";22;16.19444;101;0;0.6688;23243;0
6587;"2012-08-01";"2012-08-01";"Female";4;"Beijing";"Beijing";"CN";30.0;"2014-03-31";36;30074;6280.0;26767.0;61621;"2014-03-24";8;17.17143;81;1;0.64026;32789;1
6593;"2012-07-19";"2012-07-24";"Male";4;"Wulumuqi";"Xinjiang";"CN";38.0;"2014-03-31";23;24639;14955.0;10430.0;47568;"2014-03-11";21;27.09091;115;0;0.67927;24639;0
6610;"2012-06-03";"2012-06-03";"Male";5;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";37;27329;7126.0;23890.0;45510;"2014-03-01";32;17.66667;165;0;0.71766;29238;0
6614;"2012-08-26";"2012-08-26";"Female";5;"Beijing";"Beijing";"CN";38.0;"2014-03-31";25;30806;8230.0;20794.0;37604;"2014-03-31";1;24.29167;91;2;0.86859;33683;4
6625;"2012-06-24";"2012-06-30";"Male";5;"Guangzhou";"Guangdong";"CN";29.0;"2014-03-31";42;38145;10930.0;32643.0;63666;"2014-03-07";25;15.02439;80;0;0.71731;40153;1
6633;"2012-09-22";"2012-09-22";"Male";5;"Dalian";"Liaoning";"CN";46.0;"2014-03-31";33;28083;1773.0;14630.0;35126;"2014-03-28";4;17.28125;81;0;0.85796;29599;0
6641;"2011-01-30";"2011-01-30";"Male";6;"";"Beijing";"CN";46.0;"2014-03-31";68;63812;48755.0;29467.0;49054;"2014-03-27";5;10.64179;66;0;1.46481;68257;3
6642;"2012-07-08";"2012-08-09";"Male";4;"Hangzhou";"Zhejiang";"CN";28.0;"2014-03-31";20;23289;8939.0;12280.0;51893;"2013-12-15";108;25.94737;71;0;0.58326;23289;0
6656;"2012-05-30";"2012-05-30";"Male";4;"Kelamayi";"Xinjiang";"CN";33.0;"2014-03-31";16;27583;13765.0;10209.0;69784;"2014-02-25";36;42.4;125;0;0.4485;27583;0
6668;"2012-05-26";"2012-05-26";"Female";4;"Haerbin";"Heilongjiang";"CN";39.0;"2014-03-31";15;25029;7747.0;17165.0;43786;"2014-02-14";47;44.92857;127;1;0.6921;25029;1
6687;"2012-08-11";"2012-08-11";"Male";4;"Nanjing";"Jiangsu";"CN";30.0;"2014-03-31";11;25811;13678.0;6958.0;36241;"2014-01-26";66;53.3;161;0;0.77042;25811;0
6694;"2012-04-07";"2012-04-07";"Male";4;"Fanyu";"Guangdong";"CN";53.0;"2014-03-31";31;27136;16204.0;12672.0;40226;"2014-01-02";90;21.16667;81;1;0.75167;27136;1
6709;"2012-07-05";"2012-07-05";"Male";4;"";"Beijing";"CN";44.0;"2014-03-31";29;32760;18472.0;12217.0;36039;"2014-02-21";40;21.28571;124;0;0.92668;32923;0
6715;"2012-08-03";"2013-05-19";"Female";4;"Guangzhou";"Guangdong";"CN";28.0;"2014-03-31";24;21703;0.0;14520.0;61501;"2014-03-26";6;13.56522;64;0;0.4743;21703;0
6721;"2012-11-20";"2012-11-20";"Female";4;"Wulumuqi";"Xinjiang";"CN";36.0;"2014-03-31";14;24634;8195.0;15795.0;39023;"2014-01-12";80;32.15385;78;0;0.72521;27098;1
6731;"2012-07-31";"2012-08-07";"Female";4;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";31;33907;16238.0;13488.0;59484;"2014-02-23";38;18.83333;98;1;0.65334;33907;1
6737;"2012-09-21";"2012-09-21";"Male";6;"Changchun";"Jilin";"CN";46.0;"2014-03-31";48;56949;8090.0;14199.0;78464;"2014-03-23";9;11.68085;39;0;0.83624;61677;1
6754;"2012-10-05";"2012-10-15";"Male";5;"Foshan";"Guangdong";"CN";43.0;"2014-03-31";55;35908;15223.0;24608.0;50475;"2014-03-26";6;9.77778;62;0;0.81058;38190;1
6768;"2012-09-20";"2012-09-20";"Male";4;"Haerbin";"Heilongjiang";"CN";54.0;"2014-03-31";45;35021;20712.0;16539.0;58468;"2014-03-21";11;12.45455;65;0;0.70018;37296;1
6779;"2012-07-25";"2012-07-25";"Male";5;"Guangzhou";"Guangdong";"CN";52.0;"2014-03-31";40;64891;27680.0;29252.0;69761;"2014-03-27";5;15.66667;63;1;0.91601;66521;1
6785;"2012-09-14";"2012-09-14";"Male";4;"Guangzhou";"Guangdong";"CN";27.0;"2014-03-31";29;22773;8562.0;18447.0;40643;"2014-03-15";17;19.57143;86;1;0.70438;22773;1
6818;"2012-07-27";"2012-07-27";"Male";5;"Zhuzhou";"Hunan";"CN";48.0;"2014-03-31";35;30313;12368.0;19049.0;42961;"2014-03-23";9;17.79412;80;0;0.8085;31877;0
6822;"2012-11-07";"2012-11-07";"Female";4;"West covina";"California";"US";60.0;"2014-03-31";7;21820;3200.0;8055.0;41115;"2014-02-27";34;79.5;145;2;0.74211;21820;2
6905;"2013-01-20";"2013-01-20";"Male";6;"Haerbin";"Heilongjiang";"CN";47.0;"2014-03-31";62;98214;3024.0;74266.0;76356;"2014-03-31";1;7.14754;29;1;1.26536;112509;2
6910;"2012-09-06";"2013-04-21";"Male";4;"Sanming";"Fujian";"CN";37.0;"2014-03-31";14;33677;0.0;33976.0;69266;"2014-03-15";17;25.30769;59;0;0.65992;33677;0
6947;"2012-11-03";"2012-11-03";"Male";6;"Xuchang";"Henan";"CN";43.0;"2014-03-31";88;68671;17559.0;50116.0;94053;"2014-03-28";4;5.87356;20;0;0.77091;80678;2
6973;"2013-03-15";"2013-03-15";"Male";6;"Wuhan";"Hubei";"CN";51.0;"2014-03-31";56;35787;972.0;38713.0;57348;"2014-03-29";3;6.90909;29;2;0.71287;43793;5
6976;"2012-11-08";"2012-11-08";"Male";6;"";"Beijing";"CN";34.0;"2014-03-31";25;44816;9267.0;30858.0;35297;"2014-03-19";13;20.70833;76;4;1.2841;56434;10
6994;"2013-01-04";"2013-01-07";"Male";5;"Wushi";"Xinjiang";"CN";35.0;"2014-03-31";39;33257;4060.0;21296.0;51600;"2014-03-01";31;11.02632;70;0;0.73097;45122;11
7049;"2012-12-03";"2012-12-03";"Male";4;"Changji";"Xinjiang";"CN";38.0;"2014-03-31";19;31307;12720.0;15753.0;53726;"2014-03-14";18;25.94444;106;1;0.68663;31307;1
7058;"2012-11-19";"2012-11-19";"Male";6;"Changsha";"Hunan";"CN";66.0;"2014-03-31";25;41580;12100.0;26349.0;30544;"2013-12-19";104;16.45833;93;0;1.40959;43295;1
7063;"2012-10-25";"2012-10-25";"Female";5;"Zengcheng";"Guangdong";"CN";39.0;"2014-03-31";68;62884;22608.0;39690.0;89790;"2014-03-27";5;7.74627;28;4;0.7407;71697;6
7067;"2012-10-15";"2012-10-15";"Male";5;"Foshan";"Guangdong";"CN";38.0;"2014-03-31";44;37331;11172.0;30289.0;67114;"2014-03-31";1;12.39535;57;0;0.70617;39783;0
7089;"2012-12-06";"2012-12-18";"Male";4;"Guangzhou";"Guangdong";"CN";33.0;"2014-03-31";33;38529;11235.0;32428.0;63876;"2014-01-29";63;12.71875;46;0;0.74589;51008;12
7133;"2013-01-01";"2013-01-01";"Male";4;"Changchun";"Jilin";"CN";32.0;"2014-03-31";30;35502;0.0;4816.0;50775;"2014-01-26";66;13.44828;59;4;0.7987;51283;21
7148;"2012-11-21";"2012-11-21";"Male";5;"Guangzhou";"Guangdong";"CN";33.0;"2014-03-31";49;38340;12143.0;29252.0;66785;"2014-03-25";7;10.20833;45;0;0.66678;41366;0
